lon,lat
-123.033513,49.305602
-123.034202,49.305795
-123.03437,49.305842
-123.035216,49.306079
-123.035988,49.306295
-123.036222,49.306361
-123.036418,49.306402
-123.03684,49.306458
-123.036955,49.306479
-123.037725,49.306619
-123.038114,49.30669
-123.038358,49.30674
-123.038513,49.306771
-123.039317,49.306933
-123.039542,49.306967
-123.039758,49.307006
-123.040237,49.307125
-123.040534,49.307204
-123.040699,49.307253
-123.041399,49.307442
-123.043066,49.30789
-123.043676,49.308057
-123.043967,49.308139
-123.044168,49.308188
-123.044537,49.308262
-123.044731,49.308355
-123.04513,49.30837
-123.04592,49.308374
-123.046155,49.308347
-123.046551,49.308331
-123.046792,49.308316
-123.046932,49.308305
-123.047256,49.308285
-123.047462,49.308274
-123.047781,49.308274
-123.047982,49.308252
-123.049388,49.308287
-123.049881,49.308283
-123.050374,49.308265
-123.050831,49.308234
-123.051311,49.308197
-123.051761,49.308147
-123.052572,49.30801
-123.052855,49.307954
-123.053928,49.307748
-123.055772,49.307392
-123.058822,49.306814
-123.060182,49.306603
-123.06127,49.306446
-123.06255,49.306269
-123.063954,49.306065
-123.065898,49.305791
-123.066338,49.305743
-123.066665,49.30573
-123.066985,49.30573
-123.067306,49.305766
-123.067611,49.305802
-123.067947,49.305879
-123.068366,49.305992
-123.069794,49.306546
-123.070728,49.306963
-123.071133,49.307156
-123.07208,49.30764
-123.072481,49.307844
-123.072784,49.308005
-123.073133,49.308187
-123.073172,49.308208
-123.073441,49.308341
-123.073611,49.308435
-123.073829,49.308555
-123.074306,49.308821
-123.074409,49.308871
-123.0749,49.309112
-123.076137,49.309659
-123.076286,49.30972
-123.076423,49.309762
-123.07653,49.30965
-123.076857,49.309307
-123.077032,49.309351
-123.078167,49.309837
-123.078144,49.309866
-123.078125,49.309903
-123.078101,49.309965
-123.078117,49.310027
-123.078162,49.310062
-123.078321,49.310127
-123.078446,49.310186
-123.078512,49.310215
-123.07867,49.310282
-123.078847,49.310358
-123.078905,49.310369
-123.078968,49.310371
-123.079078,49.310367
-123.079273,49.310424
-123.079354,49.310418
-123.079403,49.310412
-123.079447,49.310427
